,videoId,title,description,publishedAt,commentCount,dislikeCount,favoriteCount,likeCount,viewCount
377,Wp_TIpFbq6M,１億回記念！本気ネタ！『声細い奴と声太い奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:02Z,754,314,0,25781,1587572
378,n5462bVTJY8,１億回記念！本気ネタ！『怒鳴り返されたん気付かん奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:07Z,1514,941,0,41616,4057323
379,bOfKhCUXfhE,１億回記念！本気ネタ！『凄いショーする奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:00Z,1006,129,0,5344,366634
380,_DbW7lxGdIs,１億回記念！本気ネタ！『本番だけ滑舌悪い奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:03Z,1143,451,0,22404,2235809
381,NE7uHTxUJgM,１億回記念！本気ネタ！『チャラ男番長っていう奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:00Z,969,16120,0,5187,528806
382,9Fj1hcUf8gE,１億回記念！本気ネタ！『どんどん案、出す奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:02Z,1385,535,0,20330,2286990
383,Xrilg7Rs_3M,１億回記念！本気ネタ！『ちゃう奴呼んでもた奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:06Z,425,252,0,8333,1062632
384,lXOeDJR5LJc,１億回記念！本気ネタ！『南っていう奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:03Z,1544,424,0,36822,2314272
385,5GCQ1gDU8zk,１億回記念！本気ネタ！『若ハゲサンキューっていう芸名の奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:00Z,765,277,0,8324,1266895
386,19KGYFH1hRo,１億回記念！本気ネタ！『知らん奴に声かけられた奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:02Z,751,494,0,15777,2306934
387,DaCmjtB-5To,１億回記念！本気ネタ！『押しドア、引きドア、間違える奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:01Z,2429,2480,0,66101,7039911
388,RS7XxJSsKkc,１億回記念！本気ネタ！『暇すぎて、面白いゲームする奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:03Z,1317,358,0,18609,1536726
389,qEfcEohzYrU,１億回記念！本気ネタ！『落語長すぎる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:07Z,731,284,0,8938,1213453
390,WDDPudbjlOE,１億回記念！本気ネタ！『ウルフルズに影響されている奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:02Z,1101,585,0,13562,2240882
391,bvFb1Wn9c8M,１億回記念！本気ネタ！『うろ覚えで路上ライブする奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:04Z,1959,507,0,29832,2018812
392,wF8ym8u5Cx8,『父の日のプレゼント受け取ってもらえへん奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-11T09:00:15Z,673,124,0,3943,320607
393,rQRLQVlL2LE,『無頓着な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-10T09:00:09Z,577,79,0,4775,325411
394,gprkB0q9DXk,『「えっ！」は当てるけど、「はっ！」は外す奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-09T09:00:05Z,765,355,0,7750,795650
395,CQj_cKunjpc,『活きのいい若者探してる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-08T09:00:00Z,400,72,0,3288,269107
396,mWKD32W7-wI,『南っていう奴〜あっちむいてほい〜』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-07T09:00:07Z,404,53,0,4240,242531
397,1FEwD9s7RSo,『半歩だけボケてる奴とツッコミたい奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-06T09:00:00Z,446,103,0,4552,337689
398,YdpNUJ8onPc,『嫌なこと指摘される奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-05T09:00:04Z,654,242,0,6001,639882
399,18pmIsEZmFU,『また、女が苦手な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-04T09:00:01Z,426,57,0,3114,262478
400,7bqa6n4GHPA,『女が苦手な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-03T09:00:00Z,404,92,0,4757,359807
401,KQL1oOxoiHw,『令和初日から喧嘩する奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-01T09:00:05Z,1392,657,0,11664,559713
402,lnwF-SEHk-M,『つっこむとき声変わる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-29T09:00:06Z,561,106,0,4765,394747
403,UXqOPMgMR4s,『変装してる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-27T09:00:02Z,296,24,0,1456,95783
404,Z6r4xb4YnHQ,『裏がない、いい人過ぎる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-25T09:00:10Z,423,141,0,5620,516130
405,zsfyd8kiKPY,『ツッコミ重い奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-24T09:00:17Z,712,183,0,6639,612642
406,e8KtbxUz5PM,『数字が苦手な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-21T09:00:03Z,1020,378,0,9268,1128671
407,2y2j9Ayz8tA,『ぞろぞろ来る奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-20T09:00:00Z,376,46,0,2449,197606
408,ffQTxUd5E3E,『密室やったら犯人分かってた奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-18T09:00:04Z,475,128,0,4828,500460
409,o976hXfUAFs,『５８歳と２９歳の奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-17T09:00:05Z,667,237,0,4466,448945
410,NebgxxUohQY,『無意味な質問、無視される奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-14T09:00:06Z,431,178,0,3874,381930
411,BXk0tkuOTpQ,『南くんと漫才する奴～変な校内放送ゲーム～』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-12T09:00:01Z,733,89,0,8120,324318
412,k3HZNj0jEKE,『学校来てない子に盆栽を見せる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-10T09:00:05Z,588,100,0,4009,294180
413,rYOYwa1lCwo,『説得力、無くなりっ屁をこいた奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-06T09:00:07Z,367,37,0,2370,149947
414,QEALGAKxeYQ,『先、試着する奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-05T09:00:05Z,187,61,0,1530,133582
415,xX_eXXWHVDk,『変態を追い出す奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-03T09:00:06Z,820,171,0,8230,600119
416,Kz0i2-lxsaU,『裏方をゴミ扱いする奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-02T09:00:02Z,1302,518,0,9403,916520
417,0pao13Am-e8,『喫茶店でアクエリ頼む奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-01T09:00:00Z,923,512,0,9274,1203684
418,2AguHme__SI,『チャラ男番長のネタを見る奴 パート26』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-30T09:00:00Z,249,3200,0,528,62867
419,LXCJELI3LQM,『５分後がうまい奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-29T09:00:03Z,562,101,0,2741,270891
420,jyZjKWLQoqo,『自分でボケて自分でつっこむ奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-27T09:00:07Z,456,70,0,3437,222703
421,qiEVGdQJJKo,『バイト先でも関東出身のツッコミ下手な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-24T09:00:08Z,1358,363,0,9967,896014
422,o7SYppWLV1k,『ノックを分かっていない奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-23T09:00:07Z,361,56,0,3235,258781
423,NieLdFJ4PzU,『自分に敬語使う奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-15T09:00:03Z,732,95,0,5557,327078
424,uAna9Bwtvmw,『「ボツボツ行くわ」って言う奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-06T09:00:13Z,391,44,0,3049,222127
425,177FXQcytCo,『万引きの注意、スタンガンな奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-04T09:00:00Z,417,62,0,4310,354491
426,HbEMfVnqaWE,ジャルジャルの笑いのツボ屋#01【大阪チャンネル】,人は誰しも“ツボに入って死ぬほど笑う”経験をしたことがあるはず。その瞬間はすべてを忘れられる人生最高の瞬間。そんな“奇跡の笑い”を...,2019-02-24T12:41:11Z,164,14,0,484,38922
427,mXNViISBxvM,ジャルジャルの笑いのツボ屋#03【大阪チャンネル】,人は誰しも“ツボに入って死ぬほど笑う”経験をしたことがあるはず。その瞬間はすべてを忘れられる人生最高の瞬間。そんな“奇跡の笑い”を...,2019-02-24T12:34:01Z,145,7,0,393,34260
428,O3hYrjEfSLg,ジャルジャルの笑いのツボ屋#05【大阪チャンネル】,人は誰しも“ツボに入って死ぬほど笑う”経験をしたことがあるはず。その瞬間はすべてを忘れられる人生最高の瞬間。そんな“奇跡の笑い”を...,2019-02-24T12:32:18Z,71,10,0,193,15222
429,6B_t35y5MG0,『家庭教師のくせにうんこ行く奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-02-20T09:00:01Z,615,87,0,4638,438151
430,zGBh_yIeJjA,『ボディーガードいるのに撃たれる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-02-11T09:00:10Z,694,36,0,5138,233422
431,phWoiXxcU1s,『変質者を更生させる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-01-28T09:00:05Z,563,67,0,4326,273285
432,_SwL3nlus2I,『面白さ以前にキツい奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-01-26T09:00:09Z,606,71,0,3476,246020
433,P5rZ7Rqg0UE,『冗談わからん奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-01-23T09:00:02Z,617,74,0,3682,229619
434,t5awHP8kcx8,『英会話教室でイラつく奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-01-16T09:00:07Z,570,74,0,3508,281996
435,MmH4FT9T6zg,ジャルっと！爆ハリ！#144,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-01-07T09:00:04Z,158,17,0,313,20821
436,i25S_6F1KkM,『「どんくさい」を「どんくしぃ」と言う奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ 1月1日〜1月10日は『ネタのタネ』を2本ずつUPし...,2019-01-04T09:00:07Z,543,35,0,2967,175567
437,6aC8fFy8dyM,『２世代でしょぼい発明した奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ 1月1日〜1月10日は『ネタのタネ』を2本ずつUPし...,2019-01-02T09:00:02Z,413,104,0,3981,412263
438,wtD56Lny6Qs,『隣人トラブル、エグい奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-12-28T09:00:07Z,674,136,0,6033,474934
439,PMz9akXmU-Q,『最後の問題に挑む奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-12-27T09:00:03Z,354,56,0,2919,271641
440,xB8qBlIVSD8,『ボイパに人生を捧げた奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-12-23T09:00:07Z,761,226,0,6379,744287
441,xuzbvpZEljg,ジャルっと！爆ハリ！#141,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-12-17T09:00:15Z,182,10,0,393,18787
442,4r6YcviPaWU,ジャルジャルのネタのタネ『学校でのエアガン許可されてる奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-12-12T09:00:01Z,558,138,0,4930,300838
443,bJA1rET5aPU,ジャルジャルのネタのタネ『邪魔物の腹殴る奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-12-07T09:00:09Z,474,72,0,4395,369551
444,PdtgekumU1o,ジャルっと！爆ハリ！#139,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-12-03T09:00:05Z,108,6,0,279,21122
445,b1J39WQFvSs,ジャルジャルのネタのタネ『M-1決勝でやったネタ    国名分けっこやる奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-12-02T16:32:50Z,4334,1367,0,60749,3529919
446,Dx18HnnhSLM,ジャルっと！爆ハリ！#138,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-11-26T09:00:01Z,89,9,0,211,13766
447,sRVQGOPNTAM,ジャルッと！爆ハリ！#124,ジャルジャル公式LINEも登録お願いします！！：https://live.line.me/r/channels/121 このチャンネルはジャルジャルの公式チャンネルです！ ジャルジャル...,2018-10-29T09:00:07Z,78,15,0,138,12003
448,YNCJE5_lto0,ジャルジャルのネタのタネ『殴る前に袖めくる奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-10-26T09:00:06Z,439,114,0,4054,374871
449,f1cP6nL9bB4,ジャルジャルのネタのタネ『飲みに誘ったくせに喋らん奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-10-24T09:00:04Z,664,164,0,5114,578512
450,YG_e0bZEVVU,ジャルジャルのネタのタネ『トイレ借りる奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-10-17T09:00:03Z,358,48,0,3158,247947
451,VITWhp3ex1Q,ジャルっと！爆ハリ！#118,ジャルジャル公式LINEも登録お願いします！！：https://live.line.me/r/channels/121 このチャンネルはジャルジャルの公式チャンネルです！ ジャルジャル...,2018-10-15T09:00:03Z,62,6,0,213,11781
452,fAE_7tBz7ZI,ジャルジャルのネタのタネ『挨拶下手な奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-10-15T09:00:03Z,215,37,0,2667,195854
453,2BEhA1gDqCE,ジャルジャルのネタのタネ『ほんまにヤバい奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-10-13T09:00:00Z,391,74,0,3781,311684
454,EIEo0yQxJWM,ジャルッと！爆ハリ！＃113,ジャルジャル公式LINEも登録お願いします！！：https://live.line.me/r/channels/121 このチャンネルはジャルジャルの公式チャンネルです！ ジャルジャル...,2018-10-01T09:00:01Z,182,15,0,539,35569
455,UcAGChIRYyc,ジャルジャルのネタのタネ『悪気なく笑いとる奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-09-12T09:00:05Z,381,134,0,4416,445285
456,OKYEs-HSCEQ,ジャルジャルのネタのタネ『タメ口な奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-09-05T09:00:06Z,597,119,0,5040,420572
457,V4UCi-2Qp9M,ジャルジャルのネタのタネ『じわじわ引く奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-08-30T09:00:02Z,242,41,0,2413,265799
458,oPVSYB-8BEI,ジャルジャルのネタのタネ『説明下手な奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-08-27T09:00:03Z,383,75,0,3217,365875
459,nmg_bHrxcmA,ジャルジャルのネタのタネ『最初笑ってたのに、じわじわキレる奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-08-25T09:00:12Z,527,97,0,5017,408266
460,5OhrGVQDcEM,ジャルジャルのネタのタネ『言いくるめられる奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-08-23T09:00:02Z,327,90,0,2214,334715
461,xieBTWvqcEk,ジャルジャルのネタのタネ『ヒント与えない奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-08-14T09:00:10Z,520,140,0,3118,321893
462,1oenRtCoylg,ジャルジャルのネタのタネ『共通点多いのに飯断る奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-08-11T09:00:00Z,635,157,0,6286,719693
463,oiM0r-DL_A4,ジャルジャルのネタのタネ『シュールなネタしそうな奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-07-28T09:00:09Z,1330,202,0,11505,680057
464,yVbNoH7QEyw,ジャルジャルのネタのタネ『参観日で地獄見る奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-07-13T09:00:04Z,515,107,0,4133,392347
465,mRhZCMMZnOk,ジャルジャルのネタのタネ『ボケたい奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-07-10T09:00:07Z,585,206,0,6152,881519
466,mlJAF8FB9g8,ジャルジャルのネタのタネ『価値観大事にする奴①』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-07-02T09:00:08Z,268,78,0,2196,310665
467,mCGtGLeD2tk,ジャルジャルのネタのタネ『ラグビー教える奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-07-01T09:00:07Z,331,62,0,5353,463298
468,NxDgn-_nSAw,ジャルジャルのネタのタネ『初めてカラオケ行く奴 06:00〜』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2018-06-28T09:00:01Z,239,29,0,2081,220291
